name,latitude,longitude,x,y
ref_000000.jpg,50.45549911906162,30.51104142189027,-635.0094207839772,612.1947110552117
ref_000001.jpg,50.45549911906162,30.511604685783396,-595.0836787586373,612.1947110552117
ref_000002.jpg,50.45549911906162,30.512167949676524,-555.1579367332974,612.1947110552117
ref_000003.jpg,50.45549911906162,30.51273121356965,-515.2321947079575,612.1947110552117
ref_000004.jpg,50.45549911906162,30.51329447746278,-475.3064526826177,612.1947110552117
ref_000005.jpg,50.45549911906162,30.513857741355906,-435.3807106572778,612.1947110552117
ref_000006.jpg,50.45549911906162,30.514421005249034,-395.4549686319379,612.1947110552117
ref_000007.jpg,50.45549911906162,30.51498426914216,-355.52922660659806,612.1947110552117
ref_000008.jpg,50.45549911906162,30.51554753303529,-315.60348458125816,612.1947110552117
ref_000009.jpg,50.45549911906162,30.516110796928416,-275.67774255591826,612.1947110552117
ref_000010.jpg,50.45549911906162,30.516674060821543,-235.75200053057839,612.1947110552117
ref_000011.jpg,50.45549911906162,30.51723732471467,-195.82625850523848,612.1947110552117
ref_000012.jpg,50.45549911906162,30.5178005886078,-155.9005164798986,612.1947110552117
ref_000013.jpg,50.45549911906162,30.518363852500926,-115.97477445455871,612.1947110552117
ref_000014.jpg,50.45549911906162,30.518927116394053,-76.04903242921883,612.1947110552117
ref_000015.jpg,50.45549911906162,30.51949038028718,-36.12329040387895,612.1947110552117
ref_000016.jpg,50.45549911906162,30.520053644180308,3.802451621460942,612.1947110552117
ref_000017.jpg,50.45549911906162,30.520616908073436,43.728193646800825,612.1947110552117
ref_000018.jpg,50.45549911906162,30.521180171966563,83.65393567214072,612.1947110552117
ref_000019.jpg,50.45549911906162,30.52174343585969,123.5796776974806,612.1947110552117
ref_000020.jpg,50.45549911906162,30.522306699752818,163.50541972282048,612.1947110552117
ref_000021.jpg,50.45549911906162,30.522869963645945,203.43116174816038,612.1947110552117
ref_000022.jpg,50.45549911906162,30.523433227539073,243.35690377350028,612.1947110552117
ref_000023.jpg,50.45549911906162,30.5239964914322,283.2826457988402,612.1947110552117
ref_000024.jpg,50.45549911906162,30.524559755325328,323.20838782418,612.1947110552117
ref_000025.jpg,50.45549911906162,30.525123019218455,363.1341298495199,612.1947110552117
ref_000026.jpg,50.45549911906162,30.525686283111582,403.0598718748598,612.1947110552117
ref_000027.jpg,50.45549911906162,30.52624954700471,442.9856139001997,612.1947110552117
ref_000028.jpg,50.45549911906162,30.526812810897837,482.91135592553957,612.1947110552117
ref_000029.jpg,50.45549911906162,30.527376074790965,522.8370979508795,612.1947110552117
ref_000030.jpg,50.45549911906162,30.527939338684092,562.7628399762193,612.1947110552117
ref_000031.jpg,50.45549911906162,30.52850260257722,602.6885820015592,612.1947110552117
ref_000032.jpg,50.45549911906162,30.529065866470347,642.6143240268991,612.1947110552117
ref_000033.jpg,50.45549911906162,30.529629130363475,682.540066052239,612.1947110552117
ref_000034.jpg,50.45514050034565,30.51104142189027,-635.0094207839772,572.2689690298718
ref_000035.jpg,50.45514050034565,30.511604685783396,-595.0836787586373,572.2689690298718
ref_000036.jpg,50.45514050034565,30.512167949676524,-555.1579367332974,572.2689690298718
ref_000037.jpg,50.45514050034565,30.51273121356965,-515.2321947079575,572.2689690298718
ref_000038.jpg,50.45514050034565,30.51329447746278,-475.3064526826177,572.2689690298718
ref_000039.jpg,50.45514050034565,30.513857741355906,-435.3807106572778,572.2689690298718
ref_000040.jpg,50.45514050034565,30.514421005249034,-395.4549686319379,572.2689690298718
ref_000041.jpg,50.45514050034565,30.51498426914216,-355.52922660659806,572.2689690298718
ref_000042.jpg,50.45514050034565,30.51554753303529,-315.60348458125816,572.2689690298718
ref_000043.jpg,50.45514050034565,30.516110796928416,-275.67774255591826,572.2689690298718
ref_000044.jpg,50.45514050034565,30.516674060821543,-235.75200053057839,572.2689690298718
ref_000045.jpg,50.45514050034565,30.51723732471467,-195.82625850523848,572.2689690298718
ref_000046.jpg,50.45514050034565,30.5178005886078,-155.9005164798986,572.2689690298718
ref_000047.jpg,50.45514050034565,30.518363852500926,-115.97477445455871,572.2689690298718
ref_000048.jpg,50.45514050034565,30.518927116394053,-76.04903242921883,572.2689690298718
ref_000049.jpg,50.45514050034565,30.51949038028718,-36.12329040387895,572.2689690298718
ref_000050.jpg,50.45514050034565,30.520053644180308,3.802451621460942,572.2689690298718
ref_000051.jpg,50.45514050034565,30.520616908073436,43.728193646800825,572.2689690298718
ref_000052.jpg,50.45514050034565,30.521180171966563,83.65393567214072,572.2689690298718
ref_000053.jpg,50.45514050034565,30.52174343585969,123.5796776974806,572.2689690298718
